root_positions,score
"[0.0, 0.1601264998035592, 0.20641646305656003, 0.3001980523984865, 0.3724393020477962, 0.37910035604729997, 0.5231577451773334, 0.5290042682724058, 0.6561787957201226, 0.7107172194345015, 0.8048763175818662, 0.9200158341451043, 0.9531798753308057, 0.9601834432510814, 0.9779605276667395]",2.7465919999999997
"[0.0, 0.1631870207308731, 0.18281672779940839, 0.2710272558134882, 0.3753710510992203, 0.3775845390094027, 0.5068296647861735, 0.5571657403202622, 0.6115407717826564, 0.6745286160511816, 0.7563825934691121, 0.8671636138833717, 0.9585231839438381, 0.973672941126044, 0.9811076478045564]",2.711472
"[0.0, 0.20515716773214399, 0.2588189771988947, 0.31109913405547207, 0.39996957562251667, 0.4418727338608911, 0.5455101533900171, 0.5678234712013819, 0.6542781837844679, 0.8550838636783242, 0.8603264271889951, 0.8802035811992682, 0.9275560156411524, 0.9296969139910465, 0.9380257131054769]",2.711344
"[0.0, 0.14802113459963684, 0.2578006999337773, 0.29519780863141076, 0.3766745043275239, 0.45926142950391513, 0.5090128397725296, 0.6173099286183774, 0.6601678506747917, 0.7554402082346373, 0.8264005659338844, 0.9267981033558185, 0.9721694027331724, 0.9755666746732585, 0.9843658268553657]",2.6978400000000002
"[0.0, 0.14024497872979025, 0.17797310643335817, 0.27314275467590854, 0.3099376625701743, 0.3858968340947593, 0.43186232001478075, 0.5337856227950962, 0.6198844177807986, 0.7368093531240063, 0.7549164448153337, 0.8028124306138752, 0.8127377560932452, 0.8612725294061387, 0.9285107213936873]",2.678512
"[0.0, 0.18409925380080294, 0.2288043932982632, 0.28533198868962706, 0.38516078100029416, 0.40927092022092204, 0.5135066759991304, 0.5515572068821307, 0.6551523476582605, 0.6709048214721357, 0.7748486039319987, 0.9305332904688939, 0.979457845682462, 0.9858030200386032, 0.9940897823881001]",2.654096
"[0.0, 0.1529420236650001, 0.20974779780274488, 0.28863191817623035, 0.3428907916172448, 0.4551547462988361, 0.5060594538666812, 0.5459101359066157, 0.6541977834027006, 0.8048149074683771, 0.8576422840621484, 0.8712541728674079, 0.9186193833051486, 0.9337172975106659, 0.9458779615284385]",2.6499040000000003
"[0.0, 0.20063831168458635, 0.23050106975358764, 0.25785172157143166, 0.3511555927690767, 0.46121122643685186, 0.4676694848354995, 0.5652270162109995, 0.6728898356272799, 0.7117716234635476, 0.8729773614888876, 0.8919451449832444, 0.90554231377045, 0.939378708080274, 0.9657912493401785]",2.6499040000000003
"[0.0, 0.15474919724372238, 0.22553605329344673, 0.285820219115669, 0.43877363238535105, 0.4421902796176659, 0.46061419368191137, 0.4854881298878442, 0.522002821012504, 0.539250808943629, 0.6804337248780453, 0.7561903461706682, 0.8783370533357691, 0.9335391783434859, 0.9947212173293645]",2.645536
"[0.0, 0.15279703810223066, 0.24199056201875413, 0.30105678340883557, 0.3899017917359494, 0.4579581785979272, 0.5348339876809559, 0.6007270204077665, 0.6614692693161028, 0.758199406288635, 0.8258559413270199, 0.9207178542957225, 0.9301390349991556, 0.9887790926987081, 0.991311356986952]",2.643504
"[0.0, 0.2016380135448952, 0.2276057732522363, 0.24051741800827287, 0.26102407824317553, 0.2839285380658314, 0.3353039603323391, 0.3416819494898953, 0.489654952557371, 0.5756617916516668, 0.6985105730558209, 0.7689824832872019, 0.8133802188734057, 0.8710403576964276, 0.953845981709999]",2.64112
"[0.0, 0.19798790743023953, 0.20030036792813366, 0.20308859624235587, 0.2309462882833453, 0.240423829802774, 0.28370721192899484, 0.456692247222498, 0.5576603118326529, 0.5700897128275859, 0.595742688520365, 0.7840384421439645, 0.8039940674381186, 0.8361613514550126, 0.937597408777718]",2.639952
"[0.0, 0.22515532218072798, 0.22649455919676453, 0.2310244512749562, 0.2910329707551783, 0.3155966826125778, 0.3212086152544006, 0.4473676484487049, 0.5536317734614487, 0.6260358326698777, 0.6706421914868959, 0.8041982853283687, 0.8151512468113425, 0.8376490431547647, 0.9348149956091915]",2.639792
"[0.0, 0.22730951748592176, 0.25140192180158594, 0.3322105501361653, 0.377695091945194, 0.48068778717751626, 0.4900681053270389, 0.5905624394219112, 0.7202644198108865, 0.8613405115654291, 0.895042406312711, 0.9023160969820743, 0.9387394996160677, 0.9526735696008531, 0.9572123897449666]",2.638992
"[0.0, 0.19784286530248618, 0.25736877703668903, 0.2601997564698969, 0.26138474060393313, 0.34649067587521365, 0.3658322541536352, 0.43556302858044915, 0.5582058572991936, 0.6091379388883988, 0.6907355180710342, 0.7471362093498575, 0.8076059280423528, 0.875512750040462, 0.9812670692898848]",2.630992
"[0.0, 0.13241562401239992, 0.15532840621595412, 0.18040250362608545, 0.1831816579484089, 0.2321639876221644, 0.31960961452766434, 0.3729647339188903, 0.492753568808201, 0.6036350020555734, 0.6275011373299696, 0.7000802476035173, 0.7596911689457356, 0.8455450201014082, 0.9255215587736038]",2.627888
"[0.0, 0.17091707948753987, 0.19986463211786598, 0.20283887402439027, 0.2204349323314304, 0.26588546541965286, 0.3844053573923809, 0.547637428864662, 0.5707247136105198, 0.6036548429103641, 0.6366247522712789, 0.7549151720703594, 0.8130037993061011, 0.8864019816808816, 0.9820496720210694]",2.622928
"[0.0, 0.13677962513901543, 0.1503628217355646, 0.2740808349987097, 0.3045684710180179, 0.33350550383163946, 0.38008889482955, 0.49926270580149545, 0.5809919721495799, 0.6010068971563434, 0.7025616642470736, 0.7386647431412962, 0.8308587643602015, 0.9117179638778246, 0.9849899769018469]",2.619968
"[0.0, 0.14104136286539515, 0.1769073258215842, 0.18209308263342494, 0.26874937824662914, 0.2784035264661525, 0.3485020599248372, 0.4196912360252504, 0.5282074645904057, 0.57634902542943, 0.6864888890016744, 0.7275232850727066, 0.823892447783334, 0.8853172601207874, 0.9449430518303662]",2.61944
"[0.0, 0.11993058448309368, 0.1574154147646427, 0.2367075244449518, 0.2680864415662906, 0.365409625646653, 0.4581139101533098, 0.5396142495572478, 0.5495187698646455, 0.6149419066868802, 0.6264695449250658, 0.7082792192798527, 0.827112074611097, 0.9049366331600794, 0.9069640128324153]",2.619008
"[0.0, 0.1869067515158248, 0.24735314903546446, 0.28342915579181216, 0.30453977377292074, 0.33203935047320754, 0.3771513249324632, 0.41208708057721566, 0.5415666975000812, 0.6194694214996453, 0.6776000078147758, 0.8021908875427879, 0.8174904218008525, 0.8871329470613188, 0.9793671439447653]",2.617872
"[0.0, 0.20763069732256778, 0.2591980384198296, 0.26287588982371957, 0.29715480674115613, 0.30366723847674837, 0.33922729492295933, 0.36035140984872627, 0.49693141532317797, 0.5805959718592373, 0.7467958865725538, 0.7471535934266552, 0.8108749612811347, 0.8960779158988642, 0.9462684111453873]",2.61448
"[0.0, 0.16538446072610757, 0.2155899317468023, 0.28284234123961927, 0.4203756523378539, 0.42598133331528365, 0.4570391830524635, 0.4898668140431347, 0.6417879053258677, 0.681541369914571, 0.7768817646899009, 0.9011597998769607, 0.951250865079901, 0.9636111588127838, 0.9781291660432135]",2.608224
"[0.0, 0.11117829040719773, 0.14543362147482386, 0.23388345455192106, 0.32142318575236506, 0.4061764843591217, 0.4695662567447484, 0.5500500482768076, 0.5958659200531646, 0.6097175186061451, 0.6374949520917707, 0.735177596665663, 0.8417943655786719, 0.8793893121650346, 0.9800246916479202]",2.607104
"[0.0, 0.16211281407818412, 0.1714097086853148, 0.3018968827466555, 0.35078888145854215, 0.38921171451015235, 0.43619227777979785, 0.4613136618472201, 0.46290606353651076, 0.5605603683626386, 0.6928253032562315, 0.758978819585522, 0.8306294535591761, 0.8796881659337877, 0.9532384198379767]",2.604368
"[0.0, 0.13898124044114335, 0.16239328561421573, 0.23084592651891345, 0.2526610781452252, 0.2732711557983728, 0.31408195689716256, 0.42181660958382716, 0.5277512927345956, 0.5338136148339119, 0.6466347144202935, 0.6983722721323614, 0.7962684928360717, 0.8817124749354821, 0.9366297951660857]",2.603776
"[0.0, 0.1632624191639771, 0.19170275947125148, 0.2507344372989788, 0.3447459996790472, 0.41694017172700626, 0.45325252956998874, 0.5881735257752649, 0.7036020925193911, 0.7684024008596764, 0.790093333835149, 0.7928833708857647, 0.7941578190523557, 0.8052569587173185, 0.967818507527807]",2.603088
